400 760
429,220,240,46
430,221,222,1
431,221,241,49
432,222,223,19
433,222,242,23
434,223,224,26
435,223,243,5
436,224,225,47
437,224,244,4
438,225,226,30
439,225,245,24
440,226,227,30
441,226,246,2
442,227,228,16
443,227,247,25
444,228,229,3
445,228,248,49
446,229,230,6
447,229,249,25
448,230,231,37
449,230,250,10
450,231,232,6
451,231,251,25
452,232,233,224
453,232,252,214
454,233,234,219
455,233,253,38
456,234,235,217
457,234,254,45
458,235,236,19
459,235,255,209
460,236,237,10
461,236,256,16
462,237,238,21
463,237,257,11
464,238,239,16
465,238,258,34
466,239,240,8
467,239,259,20
468,240,260,12
469,241,242,30
470,241,261,35
471,242,243,32
472,242,262,40
473,243,244,25
474,243,263,33
475,244,245,19
476,244,264,2
477,245,246,4
478,245,265,15
479,246,247,9
480,246,266,45
481,247,248,2
482,247,267,35
483,248,249,37
484,248,268,22
485,249,250,8
486,249,269,16
487,250,251,13
488,250,270,13
489,251,252,206
490,251,271,234
491,252,253,2
492,252,272,238
493,253,254,42
494,253,273,38
495,254,255,29
496,254,274,20
497,255,256,14
498,255,275,221
499,256,257,23
500,256,276,33
501,257,258,233
502,257,277,243
503,258,259,213
504,258,278,242
505,259,260,37
506,259,279,30
507,260,280,41
508,261,262,38
509,261,281,7
510,262,263,35
511,262,282,31
512,263,264,43
513,263,283,39
514,264,265,18
515,264,284,46
516,265,266,43
517,265,285,30
518,266,267,49
519,266,286,39
520,267,268,7
521,267,287,24
522,268,269,47
523,268,288,25
524,269,270,8
525,269,289,30
526,270,271,219
527,270,290,211
528,271,272,209
529,271,291,233
530,272,273,203
531,272,292,30
532,273,274,226
533,273,293,3
534,274,275,216
535,274,294,243
536,275,276,234
537,275,295,210
538,276,277,226
539,276,296,47
540,277,278,200
541,277,297,224
542,278,279,48
543,278,298,244
544,279,280,29
545,279,299,6
546,280,300,43
547,281,282,36
548,281,301,44
549,282,283,45
550,282,302,37
551,283,284,31
552,283,303,218
553,284,285,44
554,284,304,22
555,285,286,209
556,285,305,234
557,286,287,1
558,286,306,212
559,287,288,13
560,287,307,30
561,288,289,5
562,288,308,35
563,289,290,19
564,289,309,41
565,290,291,210
566,290,310,42
567,291,292,20
568,291,311,34
569,292,293,2
570,292,312,16
571,293,294,48
572,293,313,37
573,294,295,218
574,294,314,216
575,295,296,35
576,295,315,38
577,296,297,39
578,296,316,42
579,297,298,236
580,297,317,48
581,298,299,239
582,298,318,225
583,299,300,13
584,299,319,15
585,300,320,16
586,301,302,18
587,301,321,20
588,302,303,224
589,302,322,40
590,303,304,199
591,303,323,35
592,304,305,230
593,304,324,210
594,305,306,231
595,305,325,27
596,306,307,241
597,306,326,14
598,307,308,240
599,307,327,222
600,308,309,21
601,308,328,30
602,309,310,37
603,309,329,48
604,310,311,36
605,310,330,13
606,311,312,38
607,311,331,3
608,312,313,206
609,312,332,5
610,313,314,222
611,313,333,202
612,314,315,27
613,314,334,3
614,315,316,11
615,315,335,40
616,316,317,12
617,316,336,232
618,317,318,29
619,317,337,19
620,318,319,14
621,318,338,41
622,319,320,27
623,319,339,31
624,320,340,4
625,321,322,5
626,321,341,34
627,322,323,7
628,322,342,24
629,323,324,41
630,323,343,19
631,324,325,5
632,324,344,19
633,325,326,3
634,325,345,28
635,326,327,37
636,326,346,3
637,327,328,12
638,327,347,242
639,328,329,36
640,328,348,38
641,329,330,219
642,329,349,236
643,330,331,207
644,330,350,245
645,331,332,36
646,331,351,210
647,332,333,11
648,332,352,12
649,333,334,45
650,333,353,236
651,334,335,44
652,334,354,28
653,335,336,200
654,335,355,42
655,336,337,3
656,336,356,40
657,337,338,6
658,337,357,14
659,338,339,34
660,338,358,45
661,339,340,22
662,339,359,22
663,340,360,8
664,341,342,234
665,341,361,17
666,342,343,21
667,342,362,205
668,343,344,31
669,343,363,3
670,344,345,8
671,344,364,49
672,345,346,32
673,345,365,7
674,346,347,28
675,346,366,13
676,347,348,41
677,347,367,226
678,348,349,37
679,348,368,46
680,349,350,225
681,349,369,32
682,350,351,228
683,350,370,44
684,351,352,239
685,351,371,30
686,352,353,233
687,352,372,225
688,353,354,26
689,353,373,229
690,354,355,29
691,354,374,22
692,355,356,24
693,355,375,45
694,356,357,8
695,356,376,4
696,357,358,17
697,357,377,27
698,358,359,228
699,358,378,17
700,359,360,216
701,359,379,240
702,360,380,230
703,361,362,28
704,361,381,31
705,362,363,222
706,362,382,8
707,363,364,1
708,363,383,17
709,364,365,39
710,364,384,3
711,365,366,37
712,365,385,1
713,366,367,41
714,366,386,9
715,367,368,230
716,367,387,224
717,368,369,8
718,368,388,39
719,369,370,45
720,369,389,27
721,370,371,2
722,370,390,47
723,371,372,35
724,371,391,48
725,372,373,207
726,372,392,44
727,373,374,201
728,373,393,38
729,374,375,21
730,374,394,23
731,375,376,28
732,375,395,42
733,376,377,28
734,376,396,23
735,377,378,21
736,377,397,33
737,378,379,32
738,378,398,8
739,379,380,239
740,379,399,49
741,380,400,228
742,381,382,40
743,382,383,19
744,383,384,22
745,384,385,19
746,385,386,4
747,386,387,214
748,387,388,36
749,388,389,39
750,389,390,211
751,390,391,243
752,391,392,15
753,392,393,25
754,393,394,35
755,394,395,44
756,395,396,44
757,396,397,40
758,397,398,44
759,398,399,22
760,399,400,43

